x,y,geography code,year
15.196974,4.5005307,E06000005,2011
5.3455844,1.8715106,E06000047,2011
15.021822,4.759676,E06000001,2011
15.355503,3.4913156,E06000002,2011
10.644872,1.0305016,E06000057,2011
14.87558,3.7104328,E06000003,2011
14.380466,2.2740695,E06000004,2011
14.253746,2.11081,E08000037,2011
13.233566,0.28098089,E08000021,2011
13.997353,2.1044085,E08000022,2011
15.112902,3.3572423,E08000023,2011
12.096204,0.99613035,E08000024,2011
14.35663,3.1453502,E06000008,2011
14.99655,3.5240777,E06000009,2011
9.730565,1.1945378,E06000049,2011
10.623764,1.0117072,E06000050,2011
15.076397,3.9553926,E06000006,2011
14.009884,2.064998,E06000007,2011
14.983551,4.700637,E07000026,2011
14.71469,5.2074847,E07000027,2011
15.087162,4.4360065,E07000028,2011
14.72111,5.1783504,E07000029,2011
14.307176,5.433734,E07000030,2011
14.980895,4.554454,E07000031,2011
13.629363,0.49969444,E08000001,2011
15.050623,2.4016807,E08000002,2011
1.8899739,-0.3682089,E08000003,2011
13.608219,1.2949531,E08000004,2011
14.308901,1.6373891,E08000005,2011
14.568378,1.0649654,E08000006,2011
12.910042,0.7982121,E08000007,2011
13.972949,1.6568373,E08000008,2011
14.872719,1.2269806,E08000009,2011
11.035154,0.978646,E08000010,2011
15.063519,4.898301,E07000117,2011
15.122183,4.43803,E07000118,2011
14.812468,5.121823,E07000119,2011
14.948924,5.0313864,E07000120,2011
15.047052,3.6062639,E07000121,2011
14.930691,4.8238373,E07000122,2011
15.252344,3.3303814,E07000123,2011
14.414295,5.390312,E07000124,2011
14.731745,5.234087,E07000125,2011
15.104088,4.398673,E07000126,2011
15.114162,4.343598,E07000127,2011
15.041928,4.4781837,E07000128,2011
14.872253,3.4094093,E08000011,2011
5.2509966,0.88799435,E08000012,2011
12.24037,1.0651656,E08000014,2011
14.341748,2.7060165,E08000013,2011
11.060779,0.9684368,E08000015,2011
10.34893,1.0573057,E06000011,2011
13.0137825,0.8853897,E06000010,2011
14.779997,3.1058671,E06000012,2011
14.710375,2.9510343,E06000013,2011
14.3585415,2.0115368,E06000014,2011
14.375473,5.4106226,E07000163,2011
14.937385,4.8589177,E07000164,2011
14.792868,3.216797,E07000165,2011
14.356394,5.4444146,E07000166,2011
14.274509,5.448196,E07000167,2011
15.119391,4.4250307,E07000168,2011
14.914655,4.9449368,E07000169,2011
13.117416,1.5663183,E08000016,2011
11.952712,0.8893598,E08000017,2011
13.289141,1.1370159,E08000018,2011
2.6393297,0.5415983,E08000019,2011
2.5916367,0.105530955,E08000032,2011
14.291801,1.9893136,E08000033,2011
9.046782,0.58471745,E08000034,2011
-0.18843527,0.0867988,E08000035,2011
11.207708,0.9533632,E08000036,2011
15.013557,0.42635673,E06000015,2011
9.386103,-1.5765071,E06000016,2011
10.669824,-1.3869976,E06000018,2011
13.857073,5.5742426,E06000017,2011
15.038483,4.078615,E07000032,2011
14.81749,5.09223,E07000033,2011
15.14764,4.526551,E07000034,2011
14.691795,5.183658,E07000035,2011
15.141856,4.3188314,E07000036,2011
15.024926,4.792248,E07000037,2011
15.046316,4.6310306,E07000038,2011
15.090958,4.7420244,E07000039,2011
15.165627,4.759162,E07000129,2011
15.121898,2.8108275,E07000130,2011
14.965505,4.942604,E07000131,2011
15.098764,4.497504,E07000132,2011
14.2709255,5.457152,E07000133,2011
15.027959,4.761813,E07000134,2011
14.536236,5.3899927,E07000135,2011
14.663357,5.2873015,E07000136,2011
14.748301,3.7335732,E07000137,2011
15.177008,4.617114,E07000138,2011
15.044365,4.463228,E07000139,2011
14.966375,4.884638,E07000140,2011
14.992268,3.824376,E07000141,2011
14.971777,4.8498044,E07000142,2011
14.640379,5.323081,E07000150,2011
14.871463,5.056866,E07000151,2011
14.991915,4.906966,E07000152,2011
15.193205,4.7762628,E07000153,2011
14.823266,1.2789371,E07000154,2011
14.921765,4.919425,E07000155,2011
14.957579,5.079116,E07000156,2011
15.095393,4.1500382,E07000170,2011
15.124819,4.319531,E07000171,2011
15.368157,4.3733006,E07000172,2011
15.2372265,4.2494793,E07000173,2011
15.126962,4.5014935,E07000174,2011
15.104681,4.280491,E07000175,2011
15.257089,4.3679695,E07000176,2011
14.152605,2.5924344,E06000019,2011
10.922719,0.9888085,E06000051,2011
13.972218,0.97185963,E06000021,2011
14.947367,2.8736632,E06000020,2011
15.081854,4.650546,E07000192,2011
15.308409,4.3145494,E07000193,2011
15.0853,4.592289,E07000194,2011
15.229557,4.0089173,E07000195,2011
15.160222,4.4036827,E07000196,2011
15.229542,3.846028,E07000197,2011
14.985966,4.672866,E07000198,2011
14.893938,5.0690613,E07000199,2011
14.576561,5.307525,E07000218,2011
15.359451,4.014031,E07000219,2011
15.240162,4.61373,E07000220,2011
15.042071,4.155655,E07000221,2011
15.445114,3.6006978,E07000222,2011
-0.32013872,0.03430251,E08000025,2011
14.519215,-0.9117951,E08000026,2011
12.764014,0.58632743,E08000027,2011
14.635429,-1.1350822,E08000028,2011
14.724856,1.8757584,E08000029,2011
14.004484,0.26201734,E08000030,2011
14.791474,-0.85626143,E08000031,2011
15.056541,4.7667074,E07000234,2011
14.767769,5.1440196,E07000235,2011
15.066458,4.9071503,E07000236,2011
15.219595,4.595198,E07000237,2011
15.063683,4.237339,E07000238,2011
15.0693035,4.653084,E07000239,2011
15.341411,2.8616352,E06000055,2011
13.005093,1.0705075,E06000056,2011
13.9329815,0.29853076,E06000032,2011
15.201749,2.2428792,E06000031,2011
15.098108,2.693537,E06000033,2011
15.392721,2.9671872,E06000034,2011
15.543071,3.6596951,E07000008,2011
14.955659,4.9600315,E07000009,2011
15.07268,4.7388816,E07000010,2011
14.675731,2.8201232,E07000011,2011
15.012775,3.40369,E07000012,2011
14.94139,2.727917,E07000066,2011
14.924541,3.4610894,E07000067,2011
14.860144,5.160906,E07000068,2011
15.010249,4.8775744,E07000069,2011
14.887516,2.8535411,E07000070,2011
15.2506075,2.6221817,E07000071,2011
15.422212,4.018068,E07000072,2011
15.135536,4.992676,E07000073,2011
14.536596,5.3200827,E07000074,2011
14.927887,4.978488,E07000075,2011
14.898069,3.763529,E07000076,2011
14.870385,5.0529613,E07000077,2011
15.347759,4.7533712,E07000095,2011
15.219189,3.476689,E07000096,2011
15.010109,3.6879275,E07000242,2011
15.451685,4.61277,E07000098,2011
15.31802,3.9137442,E07000099,2011
15.285031,3.5748148,E07000240,2011
15.156622,4.910332,E07000243,2011
15.114681,4.896713,E07000102,2011
15.190609,4.671565,E07000103,2011
15.620161,4.2445674,E07000241,2011
15.031064,3.9187357,E07000143,2011
15.021809,4.0717244,E07000144,2011
15.127872,4.678114,E07000145,2011
14.878901,3.5006828,E07000146,2011
14.92589,4.6289396,E07000147,2011
15.429987,3.5828671,E07000148,2011
15.032389,4.0939994,E07000149,2011
14.949293,4.9050245,E07000200,2011
14.6358185,5.330598,E07000201,2011
15.330726,3.5703576,E07000202,2011
15.000116,4.7071466,E07000203,2011
15.160679,4.374445,E07000204,2011
15.077095,4.114282,E07000205,2011
15.076183,4.3073354,E07000206,2011
15.294488,-0.8999395,E09000007,2011
12.744057,5.6370907,E09000001,2011
11.675192,-2.4316685,E09000012,2011
14.094332,-0.084377564,E09000013,2011
13.052328,-2.4853854,E09000014,2011
14.752961,-0.73238593,E09000019,2011
12.391596,0.8033578,E09000020,2011
6.4033556,-1.6591291,E09000022,2011
8.060497,-1.9316242,E09000023,2011
6.9731503,-1.7483273,E09000025,2011
8.573423,-2.120404,E09000028,2011
11.117949,-1.3259202,E09000030,2011
13.397989,-1.7613703,E09000032,2011
4.4472313,-0.7269835,E09000033,2011
13.369343,0.5863484,E09000002,2011
10.106709,-2.0847182,E09000003,2011
14.897408,0.8825441,E09000004,2011
8.270097,-2.1449354,E09000005,2011
13.232725,-0.23874909,E09000006,2011
7.1889915,-1.8632576,E09000008,2011
7.752741,-1.8591974,E09000009,2011
11.266436,-2.6279335,E09000010,2011
13.357587,-1.6945202,E09000011,2011
11.487232,-1.0632694,E09000015,2011
14.510745,1.1201682,E09000016,2011
15.25642,-1.653912,E09000017,2011
13.23492,-1.492149,E09000018,2011
15.411929,2.282735,E09000021,2011
15.172247,0.48369035,E09000024,2011
10.777205,-1.6501477,E09000026,2011
14.917787,1.948127,E09000027,2011
15.2581215,1.715119,E09000029,2011
14.981482,-2.6992188,E09000031,2011
15.285708,4.258787,E06000036,2011
13.234928,0.12718683,E06000043,2011
14.940804,3.7059186,E06000046,2011
13.9305725,0.7480728,E06000035,2011
14.342424,0.33042085,E06000042,2011
14.830365,1.5204601,E06000044,2011
15.333593,2.5349452,E06000038,2011
13.782112,2.4129362,E06000039,2011
14.520346,0.7607027,E06000045,2011
14.837084,3.2558756,E06000037,2011
15.332776,3.4676712,E06000040,2011
15.244786,3.2001255,E06000041,2011
14.899231,2.65786,E07000004,2011
15.051186,4.809514,E07000005,2011
14.778138,5.265037,E07000006,2011
15.123309,2.5672944,E07000007,2011
15.256922,4.66024,E07000061,2011
15.186865,4.796197,E07000062,2011
15.097999,4.717695,E07000063,2011
14.935135,4.8843665,E07000064,2011
14.826824,3.5049841,E07000065,2011
14.736715,2.8433611,E07000084,2011
15.121593,4.288459,E07000085,2011
15.222942,4.0097914,E07000086,2011
15.131985,4.3617773,E07000087,2011
14.992337,4.9922657,E07000088,2011
15.035351,4.812631,E07000089,2011
15.131109,4.166244,E07000090,2011
14.44327,2.8378727,E07000091,2011
15.27297,4.69684,E07000092,2011
15.157619,4.255009,E07000093,2011
15.212285,4.237898,E07000094,2011
15.292685,4.24176,E07000105,2011
15.120928,3.1815352,E07000106,2011
15.401974,4.665928,E07000107,2011
15.164978,4.3800006,E07000108,2011
15.6467705,4.5695972,E07000109,2011
14.989319,3.2384846,E07000110,2011
15.132313,4.3174257,E07000111,2011
15.22906,4.4623823,E07000112,2011
15.095357,3.7631116,E07000113,2011
15.143999,3.8116238,E07000114,2011
15.172733,4.169999,E07000115,2011
15.181923,4.306529,E07000116,2011
15.145351,3.567848,E07000177,2011
15.355803,2.6004567,E07000178,2011
14.982487,3.8106072,E07000179,2011
15.174323,4.1498036,E07000180,2011
15.025202,4.5087314,E07000181,2011
15.332052,3.8845031,E07000207,2011
15.069617,5.1242514,E07000208,2011
15.599728,3.6105528,E07000209,2011
15.000343,4.962428,E07000210,2011
15.264468,3.6756086,E07000211,2011
15.170464,5.0039887,E07000212,2011
15.305572,4.6883144,E07000213,2011
15.128078,4.920866,E07000214,2011
14.957798,4.97516,E07000215,2011
15.160476,4.189713,E07000216,2011
15.368876,4.6178203,E07000217,2011
14.588498,5.3467064,E07000223,2011
14.884035,3.4871805,E07000224,2011
15.150166,4.359985,E07000225,2011
15.435438,4.362423,E07000226,2011
15.050734,3.898823,E07000227,2011
14.996811,3.682634,E07000228,2011
15.249509,4.550162,E07000229,2011
14.781881,2.6054237,E06000022,2011
14.960735,2.228628,E06000028,2011
8.155014,0.24231437,E06000023,2011
4.915233,1.7695187,E06000052,2011
12.431826,5.6092405,E06000053,2011
13.905014,2.1816504,E06000024,2011
12.838236,1.0847319,E06000026,2011
15.008738,3.478909,E06000029,2011
12.664209,1.0642557,E06000025,2011
14.254274,1.7472551,E06000030,2011
15.048426,3.9037452,E06000027,2011
6.5308747,1.6556507,E06000054,2011
14.887002,3.9552596,E07000040,2011
15.444304,4.0912504,E07000041,2011
14.779196,5.0865183,E07000042,2011
15.0060625,4.785506,E07000043,2011
14.871099,4.979575,E07000044,2011
14.983509,4.0939837,E07000045,2011
14.558891,5.2956924,E07000046,2011
14.331028,5.4279838,E07000047,2011
14.12913,5.506079,E07000048,2011
14.877212,4.9465594,E07000049,2011
14.640179,5.238359,E07000050,2011
14.080139,5.5157804,E07000051,2011
14.967661,4.693492,E07000052,2011
14.6401205,5.269875,E07000053,2011
15.280275,4.1843634,E07000078,2011
14.873421,4.987189,E07000079,2011
14.891418,4.988976,E07000080,2011
15.287994,3.9783027,E07000081,2011
15.045166,4.3329096,E07000082,2011
14.891752,4.9980326,E07000083,2011
15.041805,4.438858,E07000187,2011
15.066109,4.30741,E07000188,2011
14.564394,3.1753523,E07000189,2011
15.096631,4.4304433,E07000190,2011
13.732311,5.588141,E07000191,2011
14.735557,5.2088966,W06000001,2011
15.292756,4.115204,W06000002,2011
15.128695,4.3278933,W06000003,2011
15.026736,4.776365,W06000004,2011
14.710283,3.316398,W06000005,2011
15.071844,3.7777407,W06000006,2011
14.899939,3.878063,W06000023,2011
14.913554,5.0581164,W06000008,2011
15.041519,4.1406717,W06000009,2011
14.149899,2.605221,W06000010,2011
13.733784,1.2767935,W06000011,2011
14.804376,3.6329825,W06000012,2011
14.9102745,3.649248,W06000013,2011
15.169281,3.9968457,W06000014,2011
12.554209,-0.16660544,W06000015,2011
12.922094,1.5129498,W06000016,2011
14.525582,5.353431,W06000024,2011
14.217892,2.6550245,W06000018,2011
14.726372,5.1740775,W06000019,2011
15.004444,4.8200626,W06000020,2011
14.980197,4.830903,W06000021,2011
15.551033,3.4225667,W06000022,2011
-13.46303,10.748811,E06000001,2021
-12.7295,11.623031,E06000002,2021
-12.661976,11.34949,E06000003,2021
-11.393927,12.1608095,E06000004,2021
-13.282303,11.0526,E06000005,2021
-12.86929,11.286629,E06000006,2021
-10.871628,12.214736,E06000007,2021
-11.631534,10.639727,E06000008,2021
-12.581284,11.481909,E06000009,2021
-9.451966,12.6693125,E06000010,2021
-7.6754136,12.561662,E06000011,2021
-12.27895,11.65576,E06000012,2021
-12.000564,11.8459215,E06000013,2021
-11.037025,12.237023,E06000014,2021
-9.694136,12.537681,E06000015,2021
-5.2603755,7.4617887,E06000016,2021
-13.381741,9.573681,E06000017,2021
-7.3864193,10.609012,E06000018,2021
-11.363451,11.887305,E06000019,2021
-11.605883,11.98935,E06000020,2021
-10.09986,12.926854,E06000021,2021
-11.179522,11.9824095,E06000022,2021
-4.604754,9.1045885,E06000023,2021
-10.609287,12.09356,E06000024,2021
-8.826022,12.641715,E06000025,2021
-9.600742,12.78891,E06000026,2021
-12.578392,11.399568,E06000027,2021
-10.319284,12.36985,E06000030,2021
-10.813204,12.145273,E06000031,2021
-8.8091755,9.952674,E06000032,2021
-11.627092,11.924629,E06000033,2021
-11.320597,11.351985,E06000034,2021
-9.364193,12.798235,E06000035,2021
-12.854372,11.20564,E06000036,2021
-12.007687,11.584929,E06000037,2021
-11.119883,11.296775,E06000038,2021
-10.163414,9.594707,E06000039,2021
-12.283762,11.575138,E06000040,2021
-11.695505,11.747217,E06000041,2021
-8.678846,11.779397,E06000042,2021
-8.215151,11.821371,E06000043,2021
-10.943535,12.3403425,E06000044,2021
-9.900553,12.643544,E06000045,2021
-12.492153,11.374244,E06000046,2021
-3.583886,8.196563,E06000047,2021
-6.6880546,12.55733,E06000049,2021
-7.547355,12.895692,E06000050,2021
-8.108396,12.721774,E06000051,2021
-2.598765,6.2577133,E06000052,2021
-12.622096,8.425605,E06000053,2021
-4.0778894,9.2136965,E06000054,2021
-11.141634,11.561816,E06000055,2021
-8.57707,12.380548,E06000056,2021
-8.121497,12.594642,E06000057,2021
-6.65422,12.773911,E06000058,2021
-6.8067265,12.194008,E06000059,2021
-3.3852248,7.6389203,E06000060,2021
-7.6018596,12.885371,E06000061,2021
-6.1781387,11.911039,E06000062,2021
-12.077698,11.302693,E07000008,2021
-13.376284,10.588466,E07000009,2021
-13.292732,10.914264,E07000010,2021
-11.513264,11.797132,E07000011,2021
-12.000267,11.559398,E07000012,2021
-13.284793,10.729207,E07000026,2021
-13.528506,10.222312,E07000027,2021
-13.141587,11.006486,E07000028,2021
-13.50758,10.198584,E07000029,2021
-13.45223,9.910103,E07000030,2021
-13.115999,10.850198,E07000031,2021
-12.797885,11.183534,E07000032,2021
-13.45296,10.460305,E07000033,2021
-13.264976,10.920376,E07000034,2021
-13.463499,10.277882,E07000035,2021
-13.07607,11.046239,E07000036,2021
-13.347907,10.663945,E07000037,2021
-13.218362,10.828696,E07000038,2021
-13.190212,10.939864,E07000039,2021
-12.217228,11.416636,E07000040,2021
-12.836139,11.444228,E07000041,2021
-13.400204,10.476335,E07000042,2021
-13.291296,10.800149,E07000043,2021
-13.3623905,10.603776,E07000044,2021
-12.595793,11.269116,E07000045,2021
-13.498293,10.216912,E07000046,2021
-13.4762,9.958953,E07000047,2021
-13.372795,10.984004,E07000061,2021
-13.485258,10.7915,E07000062,2021
-13.305812,10.8591175,E07000063,2021
-13.352009,10.710633,E07000064,2021
-12.037749,11.581569,E07000065,2021
-11.498232,11.944704,E07000066,2021
-12.193485,11.573525,E07000067,2021
-13.520787,10.446302,E07000068,2021
-13.424988,10.676536,E07000069,2021
-11.604556,11.900857,E07000070,2021
-11.362732,12.113097,E07000071,2021
-12.717749,11.432012,E07000072,2021
-13.429767,10.79719,E07000073,2021
-13.510754,10.190042,E07000074,2021
-13.433807,10.584985,E07000075,2021
-12.312073,11.434499,E07000076,2021
-13.359949,10.654643,E07000077,2021
-13.018393,11.189031,E07000078,2021
-13.344075,10.657033,E07000079,2021
-13.4135895,10.608874,E07000080,2021
-12.67416,11.289235,E07000081,2021
-12.865728,11.090842,E07000082,2021
-13.324507,10.717042,E07000083,2021
-11.419408,11.865546,E07000084,2021
-12.832649,11.19899,E07000085,2021
-12.633725,11.334146,E07000086,2021
-13.032661,11.045499,E07000087,2021
-13.505716,10.554999,E07000088,2021
-13.291141,10.817174,E07000089,2021
-12.925085,11.228705,E07000090,2021
-11.609301,11.703545,E07000091,2021
-13.39368,10.947093,E07000092,2021
-12.765619,11.273476,E07000093,2021
-12.859301,11.264047,E07000094,2021
-13.27407,10.89153,E07000095,2021
-12.185427,11.534342,E07000096,2021
-13.25058,11.063043,E07000098,2021
-12.613649,11.2476015,E07000099,2021
-13.4063015,10.741129,E07000102,2021
-13.057396,10.738877,E07000103,2021
-12.902266,11.44666,E07000105,2021
-12.193846,11.755099,E07000106,2021
-12.938799,11.021539,E07000107,2021
-13.130234,11.170726,E07000108,2021
-13.382613,11.116101,E07000109,2021
-11.822607,11.894916,E07000110,2021
-12.989101,11.121213,E07000111,2021
-13.250401,11.090945,E07000112,2021
-12.395554,11.592424,E07000113,2021
-12.636289,11.497286,E07000114,2021
-12.740232,11.252969,E07000115,2021
-13.094988,11.074729,E07000116,2021
-13.520131,10.784888,E07000117,2021
-12.999014,11.083495,E07000118,2021
-13.464325,10.509463,E07000119,2021
-13.592161,10.542267,E07000120,2021
-12.61019,11.543643,E07000121,2021
-13.3731785,10.620454,E07000122,2021
-12.464729,11.47985,E07000123,2021
-13.469227,10.049863,E07000124,2021
-13.551673,10.291309,E07000125,2021
-13.080469,10.970166,E07000126,2021
-13.024061,11.139843,E07000127,2021
-13.0892935,11.002901,E07000128,2021
-13.313379,10.927948,E07000129,2021
-11.617201,11.983959,E07000130,2021
-13.315043,10.784608,E07000131,2021
-13.067052,11.036695,E07000132,2021
-13.456396,9.839482,E07000133,2021
-13.193086,10.895759,E07000134,2021
-13.596269,10.03592,E07000135,2021
-13.570518,10.328672,E07000136,2021
-12.391344,11.321731,E07000137,2021
-13.339056,11.066405,E07000138,2021
-12.951603,11.064822,E07000139,2021
-13.353731,10.771596,E07000140,2021
-12.49749,11.440374,E07000141,2021
-13.349802,10.747403,E07000142,2021
-12.52215,11.418483,E07000143,2021
-12.681209,11.252938,E07000144,2021
-13.379507,10.922943,E07000145,2021
-12.270639,11.597629,E07000146,2021
-13.15024,10.814363,E07000147,2021
-12.486879,11.62019,E07000148,2021
-12.494779,11.374354,E07000149,2021
-13.464724,9.952083,E07000163,2021
-13.310448,10.624129,E07000164,2021
-11.955351,11.585752,E07000165,2021
-13.477341,9.823271,E07000166,2021
-13.45406,9.89955,E07000167,2021
-13.161643,10.9831085,E07000168,2021
-13.325176,10.656568,E07000169,2021
-12.902215,11.258596,E07000170,2021
-13.020212,11.109387,E07000171,2021
-13.224733,11.116925,E07000172,2021
-12.96686,11.077634,E07000173,2021
-13.206495,11.050014,E07000174,2021
-12.907802,11.171512,E07000175,2021
-13.000702,11.116028,E07000176,2021
-11.992983,11.589459,E07000177,2021
-11.49685,11.274077,E07000178,2021
-12.280127,11.437837,E07000179,2021
-12.576142,11.363893,E07000180,2021
-12.986274,10.994105,E07000181,2021
-13.000108,11.048037,E07000187,2021
-12.869326,11.209664,E07000188,2021
-11.738056,11.706019,E07000189,2021
-13.274048,10.85489,E07000192,2021
-13.042742,11.281159,E07000193,2021
-13.188826,10.941499,E07000194,2021
-12.992516,11.281042,E07000195,2021
-13.134304,11.024579,E07000196,2021
-12.652481,11.387904,E07000197,2021
-13.265762,10.715711,E07000198,2021
-13.498243,10.465807,E07000199,2021
-13.360023,10.705117,E07000200,2021
-12.415718,11.318872,E07000202,2021
-13.186062,10.848291,E07000203,2021
-12.525141,11.271684,E07000207,2021
-13.509621,10.520706,E07000208,2021
-12.550947,11.58808,E07000209,2021
-13.431305,10.633283,E07000210,2021
-12.278793,11.468219,E07000211,2021
-13.518951,10.750466,E07000212,2021
-13.33017,10.987,E07000213,2021
-13.494681,10.762679,E07000214,2021
-13.384422,10.595951,E07000215,2021
-12.823727,11.211847,E07000216,2021
-13.293302,10.932397,E07000217,2021
-13.519073,10.174823,E07000218,2021
-12.906776,11.489418,E07000219,2021
-13.115037,11.084891,E07000220,2021
-12.608395,11.293084,E07000221,2021
-12.427746,11.595439,E07000222,2021
-13.561056,10.184787,E07000223,2021
-11.954924,11.704509,E07000224,2021
-12.898964,11.230779,E07000225,2021
-12.953701,11.137704,E07000226,2021
-12.387487,11.467101,E07000227,2021
-12.227923,11.479745,E07000228,2021
-13.170416,11.094274,E07000229,2021
-13.296701,10.810496,E07000234,2021
-13.46734,10.461835,E07000235,2021
-13.467451,10.636101,E07000236,2021
-13.317674,11.01088,E07000237,2021
-12.677053,11.277514,E07000238,2021
-13.291716,10.888661,E07000239,2021
-12.243575,11.301719,E07000240,2021
-12.955657,11.211894,E07000241,2021
-12.235508,11.437105,E07000242,2021
-13.423316,10.688402,E07000243,2021
-9.84701,12.337827,E07000244,2021
-11.542836,11.838277,E07000245,2021
-12.157757,11.591328,E07000246,2021
-9.037718,12.602525,E08000001,2021
-11.52802,12.17021,E08000002,2021
-2.2044063,3.0470188,E08000003,2021
-9.779137,11.613555,E08000004,2021
-10.726224,12.183141,E08000005,2021
-9.351374,12.586083,E08000006,2021
-9.074838,13.084849,E08000007,2021
-10.565445,12.499094,E08000008,2021
-10.25662,12.2574,E08000009,2021
-8.208156,12.993171,E08000010,2021
-12.304461,11.608194,E08000011,2021
-4.1783004,8.624292,E08000012,2021
-11.565258,11.9130745,E08000013,2021
-9.181023,12.744109,E08000014,2021
-8.379938,12.913737,E08000015,2021
-10.022594,12.41488,E08000016,2021
-8.822348,13.196984,E08000017,2021
-9.807734,12.911524,E08000018,2021
-3.1173022,6.6018806,E08000019,2021
-8.83814,12.98513,E08000021,2021
-10.906033,12.19057,E08000022,2021
-12.459663,11.586204,E08000023,2021
-9.2683115,12.63226,E08000024,2021
-0.07796254,0.02966831,E08000025,2021
-8.214966,12.286686,E08000026,2021
-8.520102,13.32265,E08000027,2021
-7.877806,11.2346735,E08000028,2021
-10.7015295,12.148908,E08000029,2021
-9.121239,12.402318,E08000030,2021
-8.692588,11.067571,E08000031,2021
-2.3712924,4.7869487,E08000032,2021
-11.119642,12.184747,E08000033,2021
-6.172377,11.866472,E08000034,2021
-0.15585603,0.22496435,E08000035,2021
-7.858137,13.174907,E08000036,2021
-11.36329,12.254588,E08000037,2021
-12.869553,8.70093,E09000001,2021
-8.119403,8.918148,E09000002,2021
-4.892877,6.489863,E09000003,2021
-9.467472,11.601451,E09000004,2021
-6.0996504,7.219314,E09000005,2021
-7.481364,11.389476,E09000006,2021
-9.170963,10.549544,E09000007,2021
-4.712338,5.671314,E09000008,2021
-5.0500736,6.27137,E09000009,2021
-4.9092197,5.6908984,E09000010,2021
-7.0031524,8.702701,E09000011,2021
-7.1504707,8.410729,E09000012,2021
-9.500127,10.241769,E09000013,2021
-7.004829,8.355325,E09000014,2021
-7.1465626,8.614152,E09000015,2021
-9.504725,12.279899,E09000016,2021
-7.8451066,10.288584,E09000017,2021
-7.4936094,9.491966,E09000018,2021
-8.29045,9.729398,E09000019,2021
-10.581892,10.136691,E09000020,2021
-11.078896,11.064382,E09000021,2021
-5.506785,6.5856075,E09000022,2021
-5.234674,6.17213,E09000023,2021
-9.518181,10.8514185,E09000024,2021
-5.45209,6.808568,E09000025,2021
-6.155909,7.891229,E09000026,2021
-10.460104,11.300809,E09000027,2021
-6.027016,7.1359735,E09000028,2021
-10.371069,11.536215,E09000029,2021
-5.8538175,7.8787284,E09000030,2021
-8.228691,10.242789,E09000031,2021
-7.0074396,10.083461,E09000032,2021
-6.956287,7.8507185,E09000033,2021
-13.52629,10.243108,W06000001,2021
-13.065252,11.160558,W06000002,2021
-13.074977,11.076151,W06000003,2021
-13.368167,10.760549,W06000004,2021
-12.190958,11.549627,W06000005,2021
-12.742493,11.381122,W06000006,2021
-13.5471325,10.3503275,W06000008,2021
-12.9100685,11.163461,W06000009,2021
-11.391752,11.848464,W06000010,2021
-10.332574,12.655801,W06000011,2021
-12.53951,11.38845,W06000012,2021
-12.47005,11.455979,W06000013,2021
-12.75667,11.290277,W06000014,2021
-7.603963,12.7555895,W06000015,2021
-10.154079,12.301784,W06000016,2021
-11.699736,11.737641,W06000018,2021
-13.547384,10.219216,W06000019,2021
-13.405149,10.70054,W06000020,2021
-13.342003,10.699946,W06000021,2021
-12.326256,11.795246,W06000022,2021
-12.633938,11.257135,W06000023,2021
-13.542382,10.030177,W06000024,2021
